Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
8698,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""0330491237""","=""9780330491235""",4,4.10,Picador USA,Paperback,167,2002,1984,2002/08/01,2016/05/01,,,read,,,,1,,,0,,,,,
547094,I Am Legend and Other Stories,Richard Matheson,"Matheson, Richard",,"=""031286504X""","=""9780312865047""",4,4.00,Orb Books,Paperback,317,1997,1954,2013/11/01,2013/11/03,,,read,,,,1,,,0,,,,,
4057368,Differential Equations with Boundary-Value Problems,Dennis G. Zill,"Zill, Dennis G.",Michael R. Cullen,"=""0495108367""","=""9780495108368""",5,3.91,Cengage Learning,Hardcover,526,2008,1986,2008/01/01,2016/04/28,,,read,,,,1,,,0,,,,,
4214338,Subatomic Physics,Ernest M. Henley,"Henley, Ernest M.",Alejandro García,"=""9812700560""","=""9789812700568""",4,3.18,World Scientific Publishing Company,Hardcover,620,2007,2007,2011/08/01,2016/04/28,,,read,,,,1,,,0,,,,,
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",0,4.15,Henry Holt and Co.,Hardcover,368,2016,2016,2017/04/01,2017/04/12,,,read,,,,1,,,0,,,,,
13667,"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""141650964X""","=""9781416509646""",4,4.11,Gallery Books,Paperback,259,2004,1972,2010/03/01,2013/11/03,,,read,,,,1,,,0,,,,,
13662,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,"Guin, Ursula K. Le",Margot Paronis,"=""0689845367""","=""9780689845369""",4,4.08,Gallery / Saga Press,Mass Market Paperback,180,2001,1970,2010/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
227865,The Eternity Code (Artemis Fowl #3),Eoin Colfer,"Colfer, Eoin",,"=""0141321318""","=""9780141321318""",0,4.04,Puffin,Paperback,352,2006,2003,2003/11/01,2018/10/29,,,read,,,,1,,,0,,,,,
32283133,"Origin (Robert Langdon, #5)",Dan Brown,"Brown, Dan",,"=""0385514239""","=""9780385514231""",0,3.86,Doubleday,Hardcover,461,2017,2017,2017/11/01,2017/11/18,,,read,,,,1,,,0,,,,,
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""0786817879""","=""9780786817870""",0,3.85,Disney-Hyperion,Paperback,396,2003,2001,2002/01/01,2018/10/29,,,read,,,,1,,,0,,,,,
11175602,Perfume: The Alchemy of Scent,Jean-Claude Ellena,"Ellena, Jean-Claude",,"=""1611453305""","=""9781611453300""",0,3.73,Arcade,Hardcover,176,2011,1980,2011/01/01,2020/03/29,,,read,,,,1,,,0,,,,,
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",3,3.71,Doubleday,Hardcover,509,2009,2009,2013/11/01,2013/11/03,,,read,,,,1,,,0,,,,,
99152,Life on the Mississippi,Mark Twain,"Twain, Mark",Justin Kaplan,"=""0451528174""","=""9780451528179""",5,3.89,Signet Classics,Mass Market Paperback,384,2001,1883,2016/04/01,2016/04/28,,,read,,,,1,,,0,,,,,
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.24,Harper,Kindle Edition,450,2017,2017,2017/09/01,2017/09/16,,,read,,,,1,,,0,,,,,
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",0,4.04,Scholastic Press,Hardcover,390,2010,2010,2014/08/01,2018/12/20,,,read,,,,1,,,0,,,,,
65641,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""""","=""""",4,3.96,HarperCollins,Paperback,243,2008,1953,1998/01/01,2016/05/01,,,read,,,,1,,,0,,,,,
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",4,3.99,Alfred A. Knopf Books for Young Readers,Hardcover,399,1996,1995,2007/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
7438179,The Evolutionary Void,Peter F. Hamilton,"Hamilton, Peter F.",,"=""0345496574""","=""9780345496577""",0,4.27,Del Rey,Hardcover,694,2010,2009,2017/04/01,2017/04/12,,,read,,,,1,,,0,,,,,
17831342,"Grass (Arbai, #1)",Sheri S. Tepper,"Tepper, Sheri S.",,"=""""","=""""",5,4.05,Gateway,Kindle Edition,535,2011,1989,2014/03/01,2014/03/20,,,read,,,,1,,,0,,,,,
9553383,A History of the World in 100 Objects,Neil MacGregor,"MacGregor, Neil",,"=""1846144132""","=""9781846144134""",0,4.19,Allen Lane,Hardcover,707,2010,2010,2013/11/03,2013/11/03,,,read,,,,1,,,0,,,,,
24213,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","John Tenniel, Martin Gardner","=""0451527747""","=""9780451527745""",4,4.06,Penguin Group (USA),Paperback,239,2000,1871,2013/11/01,2013/11/03,,,read,,,,1,,,0,,,,,
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618260307""","=""9780618260300""",4,4.27,Houghton Mifflin,Paperback,366,2002,1937,1997/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
153747,"Moby-Dick or, the Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk, Rockwell Kent","=""0142437247""","=""9780142437247""",0,3.51,Penguin Classics,Paperback,654,2003,1851,2017/12/01,2017/12/12,,,read,,,,1,,,0,,,,,
3950967,The Tales of Beedle the Bard (Hogwarts Library),J.K. Rowling,"Rowling, J.K.",,"=""0747599874""","=""9780747599876""",4,4.06,Bloomsbury,Hardcover,109,2008,2008,2008/12/01,2013/11/03,,,read,,,,1,,,0,,,,,
131304,Big Bang: The Origin of the Universe,Simon Singh,"Singh, Simon",,"=""0007162219""","=""9780007162215""",0,4.18,Harper Perennial,Paperback,560,2005,2004,2004/07/01,2017/11/18,,,read,,,,1,,,0,,,,,
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",4,4.22,HarperCollins Publishers,Paperback,206,2005,1950,1996/01/01,2016/05/01,,,read,,,,1,,,0,,,,,
2452383,The Chimes,Charles Dickens,"Dickens, Charles",,"=""1434101851""","=""9781434101853""",3,3.17,Waking Lion Press,Paperback,116,2008,1844,2015/12/01,2016/04/28,,,read,,,,1,,,0,,,,,
9818767,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott","Aaron Johnston, Pop Mhan, Veronica Gandini","=""0785135863""","=""9780785135869""",5,4.07,Marvel,Hardcover,128,2011,1986,2001/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
414999,Childhood's End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",5,4.11,Del Rey Books,Mass Market Paperback,224,1987,1953,2010/12/01,2013/11/03,,,read,,,,1,,,0,,,,,
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0451457994""","=""9780451457998""",5,4.15,Roc,Paperback,297,2000,1968,2009/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",0,4.14,Simon & Schuster,Hardcover,627,2011,2011,2016/06/01,2016/06/05,,,read,,,,1,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Regina Silveira, Marcelo Pen, Golo Mann, Irving Howe, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer","=""""","=""""",4,4.18,New American Library,Mass Market Paperback,328,1950,1949,2003/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",5,4.16,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2016/04/01,2016/04/28,,,read,,,,1,,,0,,,,,
149302,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,"Feist, Raymond E.",,"=""0586064176""","=""9780586064177""",5,4.08,Grafton Books,Mass Market Paperback,432,1986,1985,2008/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",4,3.86,Anchor,Paperback,489,2006,2003,2004/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
13642,A Wizard of Earthsea (Earthsea Cycle #1),Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",5,3.99,Bantam Spectra,Paperback,183,2004,1968,2009/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",4,4.03,Vintage Books,Paperback,296,2000,1987,2007/12/01,2013/11/03,,,read,,,,1,,,0,,,,,
13180629,Free Will,Sam Harris,"Harris, Sam",,"=""""","=""""",4,3.87,,Kindle Edition,96,2012,2012,2014/03/01,2014/03/22,,,read,,,,1,,,0,,,,,
14922390,Eat and Run: My Unlikely Journey to Ultramarathon Greatness,Scott Jurek,"Jurek, Scott",Steve Friedman,"=""""","=""""",4,4.00,Mariner Books ,Kindle Edition,273,2012,2012,2014/04/01,2014/04/11,,,read,,,,1,,,0,,,,,
22959329,The Infancy of Particle Accelerators,Pedro Waloschek,"Waloschek, Pedro",,"=""3663052451""","=""9783663052456""",4,3.50,Springer My Copy UK,Paperback,212,1994,1994,2016/07/01,2016/07/05,,,read,,,,1,,,0,,,,,
13588394,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,Nate Silver,"Silver, Nate",,"=""159420411X""","=""9781594204111""",0,3.98,Penguin,Hardcover,534,2012,2012,2017/12/01,2017/12/03,,,read,,,,1,,,0,,,,,
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",4,4.00,William Morrow Books,Hardcover,181,2013,2013,2013/08/01,2013/11/03,,,read,,,,1,,,0,,,,,
80440,Python Programming: An Introduction to Computer Science,John M. Zelle,"Zelle, John M.",,"=""1590280288""","=""9781887902991""",4,4.01,Franklin Beedle & Associates,Paperback,517,2003,2003,2011/08/01,2016/04/28,,,read,,,,1,,,0,,,,,
8694,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",5,4.20,Del Rey,Paperback,224,2005,1982,2002/01/01,2016/05/01,,,read,,,,1,,,0,,,,,
1162543,"Breaking Dawn (Twilight, #4)",Stephenie Meyer,"Meyer, Stephenie",,"=""031606792X""","=""9780316067928""",2,3.70,"Little, Brown and Company",Hardcover,756,2008,2008,2009/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
61505,A Little History of the World,E.H. Gombrich,"Gombrich, E.H.","Caroline Mustill, Clifford Harper","=""0300108834""","=""9780300108835""",0,4.11,Yale University Press,Hardcover,284,2005,1936,2017/11/01,2017/11/29,,,read,,,,1,,,0,,,,,
56167,Feynman's Lost Lecture: The Motion of Planets Around the Sun,David Goodstein,"Goodstein, David","Judith R. Goodstein, Richard P. Feynman","=""0393039188""","=""9780393039184""",0,4.37,W. W. Norton  Company,Hardcover,192,1996,1996,2011/01/01,2018/04/17,,,read,,,,2,,,0,,,,,
19169660,Education: A Very Short Introduction (Very Short Introductions),Gary Thomas,"Thomas, Gary",,"=""""","=""9780191642630""",0,3.89,OUP Oxford,Kindle Edition,161,2013,2013,2014/06/01,2014/06/28,,,read,,,,1,,,0,,,,,
20980667,"The Mechanical (The Alchemy Wars, #1)",Ian Tregillis,"Tregillis, Ian",,"=""0316248002""","=""9780316248006""",4,3.97,Orbit,Paperback,440,2015,2015,2016/04/01,2016/04/28,,,read,,,,1,,,0,,,,,
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",4,3.85,Spectra Books,Mass Market Paperback,572,1993,1992,2011/11/01,2013/11/03,,,read,,,,1,,,0,,,,,
11125,Digital Fortress,Dan Brown,"Brown, Dan",,"=""""","=""""",3,3.66,Corgi books,Paperback,510,2004,1998,2003/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
38412,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,"Singh, Simon",,"=""0385493622""","=""9780385493628""",0,4.26,Anchor,Paperback,315,1998,1997,2015/01/01,2017/11/18,,,read,,,,1,,,0,,,,,
17302632,"Inferno (Robert Langdon, #4)",Dan Brown,"Brown, Dan",,"=""""","=""""",4,3.85,Transworld Digital,Kindle Edition,528,2013,2013,2014/04/01,2014/04/29,,,read,,,,1,,,0,,,,,
17287021,The Simpsons and Their Mathematical Secrets,Simon Singh,"Singh, Simon",,"=""1620402777""","=""9781620402771""",0,3.87,Bloomsbury USA,Hardcover,253,2013,2013,2014/01/01,2017/11/18,,,read,,,,1,,,0,,,,,
13812,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,"Feist, Raymond E.",,"=""0553564943""","=""9780553564945""",5,4.16,Bantam Spectra,Mass Market Paperback,485,1994,1982,2007/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
17346832,How Dogs Love Us: A Neuroscientist and His Adopted Dog Decode the Canine Brain,Gregory Berns,"Berns, Gregory",,"=""0544114515""","=""9780544114517""",5,3.97,New Harvest,Hardcover,272,2013,2013,2015/08/01,2015/08/15,,,read,,,,1,,,0,,,,,
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006441034X""","=""9780064410342""",5,4.26,Harper Trophy,Mass Market Paperback,329,2001,1986,2007/08/01,2013/11/03,,,read,,,,1,,,0,,,,,
19095424,"Extremes: Life, Death and the Limits of the Human Body",Kevin Fong,"Fong, Kevin",,"=""""","=""""",4,4.19,HHodder & Stoughton,Kindle Edition,352,2013,2012,2014/03/01,2014/03/15,,,read,,,,1,,,0,,,,,
248787,The World Without Us,Alan Weisman,"Weisman, Alan",,"=""""","=""""",3,3.80,Thomas Dunne Books,Hardcover,324,2007,2007,2016/04/01,2016/04/28,,,read,,,,1,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.28,Harper Perennial Modern Classics,Paperback,324,2006,1960,2017/04/01,2017/04/12,,,read,,,,1,,,0,,,,,
222146,Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture,David Kushner,"Kushner, David",,"=""0812972155""","=""9780812972153""",4,4.28,Random House Trade Paperbacks,Paperback,339,2004,2003,2016/04/01,2016/04/28,,,read,,,,1,,,0,,,,,
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"Singh, Simon",,"=""0385495323""","=""9780385495325""",0,4.28,Anchor,Paperback,412,2000,1999,2000/03/01,2017/11/18,,,read,,,,1,,,0,,,,,
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",Sébastien Baert,"=""""","=""""",0,4.29,Worldbuilders Press,Kindle Edition,383,2016,2016,2017/09/01,2017/09/28,,,read,,,,1,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott","Stefan Rudnicki, Harlan Ellison","=""0812550706""","=""9780812550702""",5,4.30,Macmillan Audio,Audiobook,324,2004,1985,1999/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0765342405""","=""9780765342409""",4,4.30,Starscape,Paperback,469,2002,1999,2013/11/01,2013/11/03,,,read,,,,1,,,0,,,,,
45244,"Judas Unchained (Commonwealth Saga, #2)",Peter F. Hamilton,"Hamilton, Peter F.",Marta García Martínez,"=""0345461665""","=""9780345461667""",0,4.31,Del Rey,Hardcover,827,2006,2005,2017/04/01,2017/04/12,,,read,,,,1,,,0,,,,,
39988,Matilda,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141301066""","=""9780141301068""",4,4.32,Puffin Books,Paperback,240,1998,1988,1996/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
13,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,"=""0345453743""","=""9780345453747""",5,4.36,Del Rey Books,Paperback,815,2002,1996,2002/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618346252""","=""9780618346257""",5,4.36,Houghton Mifflin Harcourt,Paperback,398,2003,1954,2009/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
16884,The Making of the Atomic Bomb,Richard Rhodes,"Rhodes, Richard",,"=""0684813785""","=""9780684813783""",5,4.36,Simon & Schuster,Paperback,886,1995,1986,2016/04/28,2016/04/28,,,read,,,,1,,,0,,,,,
12044809,Cosmos,Carl Sagan,"Sagan, Carl",,"=""""","=""""",0,4.37,Ballantine Books,Kindle Edition,365,2011,1980,2014/06/01,2014/06/28,,,read,,,,1,,,0,,,,,
33395557,"For We Are Many (Bobiverse, #2)",Dennis E. Taylor,"Taylor, Dennis E.",Ray Porter,"=""""","=""""",0,4.38,Audible Studios,Audible Audio,9,2017,2017,2017/09/01,2017/09/28,,,read,,,,1,,,0,,,,,
35506021,"All These Worlds (Bobiverse, #3)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.40,Worldbuilders Press,Kindle Edition,260,2017,2017,2017/10/01,2017/10/05,,,read,,,,1,,,0,,,,,
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",4,4.41,Bantam,Paperback,969,2002,1998,2013/01/01,2020/05/30,,,read,,,,1,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439064864""","=""9780439064866""",4,4.43,Arthur A. Levine Books / Scholastic Inc.,Hardcover,341,1999,1998,2003/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,2002/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
33,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.50,Houghton Mifflin Harcourt,Paperback,1216,2005,1955,2009/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439358078""","=""9780439358071""",5,4.50,Scholastic Inc.,Paperback,870,2004,2003,2005/07/01,2013/11/03,,,read,,,,1,,,0,,,,,
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.53,Penguin Group DAW,Hardcover,662,2007,2007,2009/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",4,4.54,Bantam,Mass Market Paperback,1177,2003,2000,2013/01/01,2020/05/30,,,read,,,,1,,,0,,,,,
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",5,4.56,DAW Books,Hardcover,994,2011,2011,2011/07/01,2013/11/03,,,read,,,,1,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.56,Scholastic,Paperback,734,2002,2000,2004/06/01,2013/11/03,,,read,,,,1,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",4,4.57,Scholastic Inc.,Mass Market Paperback,435,2004,1999,2003/06/01,2013/11/03,,,read,,,,1,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.57,Scholastic Inc.,Paperback,652,2006,2005,2005/07/24,2013/11/03,,,read,,,,1,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""0545010225""","=""9780545010221""",4,4.62,Arthur A. Levine Books / Scholastic Inc.,Hardcover,759,2007,2007,2007/08/06,2013/11/03,,,read,,,,1,,,0,,,,,
30429368,"Spectrum Analysis; Six Lectures, Delivered in 1868, Before the Society of Apothecaries of London",Henry Enfield Roscoe,"Roscoe, Henry Enfield",,"=""1354395875""","=""9781354395875""",5,5.00,Palala Press,Hardcover,542,2016,1868,2012/09/01,2019/01/01,,,read,,,,1,,,0,,,,,
40280403,"Ghostwater (Cradle, #5)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.58,Hidden Gnome Publishing,Kindle Edition,310,2018,2018,2019/11/07,2019/11/02,currently-reading,currently-reading (#7),currently-reading,,,,2,,,0,,,,,
36332410,"Skysworn (Cradle, #4)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.42,Hidden Gnome Publishing,Kindle Edition,292,2017,2017,2020/10/06,2019/11/04,,,read,,,,2,,,0,,,,,
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",5,3.89,Signet Classics,Paperback,118,2002,1895,2013/01/01,2013/11/03,,,read,,,,1,,,0,,,,,
35023786,"Blackflame (Cradle, #3)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.54,Hidden Gnome Publishing,Kindle Edition,370,2017,2017,2019/11/02,2019/10/29,,,read,,,,2,,,0,,,,,
6707803,Stung with Love: Poems and Fragments,Sappho,"Sappho, Sappho","Aaron Poochigian, Carol Ann Duffy","=""0140455574""","=""9780140455571""",0,4.16,Penguin Classics,Paperback,160,2009,-550,,2020/10/01,currently-reading,currently-reading (#6),currently-reading,,,,1,,,0,,,,,
89220,The Complete Poems,Catullus,"Catullus, Catullus",Guy Lee,"=""0192835874""","=""9780192835871""",4,4.10,Oxford University Press,Paperback,195,1998,-60,,2020/09/30,,,read,,,,1,,,0,,,,,
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.16,Melville House Publishing,Hardcover,534,2011,2011,,2020/09/30,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
32283608,"Soulsmith (Cradle, #2)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.42,Hidden Gnome Publishing,Kindle Edition,286,2016,2016,2020/09/28,2019/10/26,,,read,,,,2,,,0,,,,,
24874359,I Hate and I Love,Catullus,"Catullus, Catullus",,"=""0141398590""","=""9780141398594""",4,3.52,Penguin Classics,Paperback,54,2015,2015,,2020/09/25,,,read,,,,1,,,0,,,,,
30558257,"Unsouled (Cradle, #1)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.20,Hidden Gnome Publishing,Kindle Edition,294,2016,2016,2020/09/24,2019/10/23,,,read,,,,2,,,0,,,,,
50379982,"Diamantine (Weapons and Wielders, #2)",Andrew Rowe,"Rowe, Andrew",,"=""""","=""""",5,4.46,,Kindle Edition,489,2020,2020,2020/09/21,2020/09/11,,,read,,,,1,,,0,,,,,
54311585,Cinnamon Bun: A Wholesome LitRPG,Ravens Dagger,"Dagger, Ravens",,"=""""","=""""",0,4.58,,Kindle Edition,,2020,,,2020/08/12,currently-reading,currently-reading (#5),currently-reading,,,,1,,,0,,,,,
20913654,The Invention of News: How the World Came to Know About Itself,Andrew Pettegree,"Pettegree, Andrew",,"=""""","=""""",4,3.78,Yale University Press,Kindle Edition,453,2014,2014,2020/09/12,2020/04/27,,,read,,,,1,,,0,,,,,
53300479,How to Defeat a Demon King in Ten Easy Steps,Andrew Rowe,"Rowe, Andrew","Suzy Jackson, Steve West","=""""","=""""",4,3.98,Audible Original,Audible Audio,6,2020,2020,2020/09/11,2020/09/08,,,read,,,,1,,,0,,,,,
26832627,Odd Billy Todd,N.C. Reed,"Reed, N.C.",,"=""""","=""""",4,4.22,"Creative Texts Publishers, LLC",Kindle Edition,702,2015,2015,2020/09/08,2020/08/24,,,read,,,,1,,,0,,,,,
51931484,Tap Code: The Epic Survival Tale of a Vietnam POW and the Secret Code That Changed Everything,Carlyle S. Harris,"Harris, Carlyle S.","Lee Ellis, Henry O. Arnold, Sara W. Berry, Ginny Welsch","=""0310359112""","=""9780310359111""",5,4.40,Zondervan,Hardcover,256,2019,2019,2020/08/24,2020/08/20,,,read,,,,1,,,0,,,,,
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,"=""0553278223""","=""9780553278224""",4,4.14,Bantam/Spectra,Paperback,182,1984,1949,2020/08/24,2020/08/16,,,read,,,,1,,,0,,,,,
29939027,"Within the Sanctuary of Wings (The Memoirs of Lady Trent, #5)",Marie Brennan,"Brennan, Marie",,"=""0765377659""","=""9780765377654""",4,4.40,Tor Books,Hardcover,333,2017,2017,2020/08/16,2020/08/11,,,read,,,,1,,,0,,,,,
29744374,Meetings with Remarkable Manuscripts,Christopher de Hamel,"Hamel, Christopher de",,"=""0241003040""","=""9780241003046""",0,4.45,Allen Lane,Hardcover,632,2016,2016,,2019/07/02,currently-reading,currently-reading (#4),currently-reading,,,,1,,,0,,,,,
25481955,In the Labyrinth of Drakes (The Memoirs of Lady Trent #4),Marie Brennan,"Brennan, Marie",,"=""""","=""""",4,4.39,Tor Books,Kindle Edition,352,2016,2016,2020/08/10,2020/08/04,,,read,,,,1,,,0,,,,,
21893608,"The Voyage of the Basilisk (The Memoirs of Lady Trent, #3)",Marie Brennan,"Brennan, Marie",,"=""""","=""""",4,4.19,Tor Books,Kindle Edition,352,2015,2015,2020/08/04,2020/07/30,,,read,,,,1,,,0,,,,,
42121525,Migrations,Charlotte McConaghy,"McConaghy, Charlotte",,"=""125020402X""","=""9781250204028""",0,4.26,Flatiron Books,Hardcover,256,2020,2020,,2020/08/02,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
2166088,Byzantium: The Surprising Life of a Medieval Empire,Judith Herrin,"Herrin, Judith",,"=""0713999977""","=""9780713999976""",0,3.87,Penguin,Hardcover,416,2007,2006,,2020/07/08,currently-reading,currently-reading (#3),currently-reading,,,,1,,,0,,,,,
36204378,The Book of Why: The New Science of Cause and Effect,Judea Pearl,"Pearl, Judea",Dana Mackenzie,"=""046509760X""","=""9780465097609""",5,3.95,Basic Books,Hardcover,432,2018,2018,2020/08/01,2020/05/07,,,read,,,,1,,,0,,,,,
