Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
17910078,"The Tropic of Serpents (The Memoirs of Lady Trent, #2)",Marie Brennan,"Brennan, Marie",,"=""0765331977""","=""9780765331977""",4,4.04,Tor Books,Hardcover,331,2014,2014,2020/07/30,2020/07/26,,,read,,,,1,,,0,,,,,
12974372,"A Natural History of Dragons (The Memoirs of Lady Trent, #1)",Marie Brennan,"Brennan, Marie",,"=""0765331969""","=""9780765331960""",4,3.80,Tor Books,Hardcover,334,2013,2013,2020/07/26,2020/07/21,,,read,,,,1,,,0,,,,,
37564532,War on Peace: The End of Diplomacy and the Decline of American Influence,Ronan Farrow,"Farrow, Ronan",,"=""0393652106""","=""9780393652109""",4,4.19,"W. W. Norton & Company, Inc.",Hardcover,392,2018,2018,2020/07/20,2020/07/09,,,read,,,,1,,,0,,,,,
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",4,4.01,Crown,Hardcover,342,2006,2006,2020/07/09,2020/07/02,,,read,,,,1,,,0,,,,,
40651883,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",3,4.02,Spectra,Kindle Edition,559,2003,1992,2020/07/02,2019/12/31,,,read,,,,1,,,0,,,,,
41826078,The Mathematics of the Gods and the Algorithms of Men: A Cultural History,Paolo Zellini,"Zellini, Paolo",,"=""0241312175""","=""9780241312179""",0,3.33,Allen Lane,Hardcover,256,2020,2016,,2020/03/10,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
38916762,"Into the Raging Sea: Thirty-Three Mariners, One Megastorm, and the Sinking of El Faro",Rachel Slade,"Slade, Rachel",,"=""""","=""""",5,4.20,Ecco,Kindle Edition,416,2018,2018,2020/06/20,2020/06/15,,,read,,,,1,,,0,,,,,
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""076532637X""","=""9780765326379""",5,4.59,Tor Books,Hardcover,1243,2017,2017,2020/06/15,2020/05/27,,,read,,,,1,,,0,,,,,
21086818,"Do No Harm: Stories of Life, Death and Brain Surgery",Henry Marsh,"Marsh, Henry",,"=""0297869876""","=""9780297869870""",0,4.26,Weidenfeld & Nicolson,Hardcover,278,2014,2014,,2020/06/13,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
23395680,"Illuminae (The Illuminae Files, #1)",Amie Kaufman,"Kaufman, Amie",Jay Kristoff,"=""0553499114""","=""9780553499117""",0,4.28,Knopf Books for Young Readers,Hardcover,608,2015,2015,,2020/06/01,leseliste-fra-bokhyllen,leseliste-fra-bokhyllen (#9),leseliste-fra-bokhyllen,,,,0,,,0,,,,,
8256307,The Book in the Renaissance,Andrew Pettegree,"Pettegree, Andrew",,"=""""","=""9780300110098""",0,3.99,Yale University Press,Hardcover,420,2010,2010,,2020/05/28,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
34703445,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""1250166543""","=""9781250166548""",4,4.29,Tor Books,Hardcover,272,2017,2016,2020/05/27,2020/05/25,,,read,,,,1,,,0,,,,,
35356384,How Democracies Die: What History Reveals About Our Future,Steven Levitsky,"Levitsky, Steven",Daniel Ziblatt,"=""1524762938""","=""9781524762933""",0,4.21,Crown Publishing Group (NY),Hardcover,320,2018,2018,,2020/05/25,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",5,4.75,Tor Books,Hardcover,1087,2014,2014,2020/05/25,2020/05/08,,,read,,,,1,,,0,,,,,
2714607,The Ascent of Money: A Financial History of the World,Niall Ferguson,"Ferguson, Niall",,"=""1594201927""","=""9781594201929""",0,3.90,Penguin Press,Hardcover,442,2008,2007,,2020/05/24,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
43726589,"People, Power, and Profits: Progressive Capitalism for an Age of Discontent",Joseph E. Stiglitz,"Stiglitz, Joseph E.",,"=""1324004215""","=""9781324004219""",0,3.92,W. W. Norton  Company,Hardcover,366,2019,2019,,2020/05/18,leseliste-fra-bokhyllen,leseliste-fra-bokhyllen (#8),leseliste-fra-bokhyllen,,,,0,,,0,,,,,
53355900,Kreta - Europas Arv,Tore Frost,"Frost, Tore",,"=""""","=""9788279904786""",0,0.0,Vidarforlaget,Hardcover,352,2019,,,2020/05/09,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
41221634,Bullsh*t Jobs: The Rise of Pointless Work and What We Can Do About It,David Graeber,"Graeber, David",,"=""0141983477""","=""9780141983479""",4,3.97,Penguin,Paperback,368,2019,2018,2020/05/09,2020/03/12,,,read,,,,1,,,0,,,,,
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",5,4.63,Tor Books,Hardcover,1007,2010,2010,2020/05/08,2019/11/21,,,read,,,,1,,,0,,,,,
41563262,The Map of Knowledge: How Classical Ideas Were Lost and Found: A History in Seven Cities,Violet Moller,"Moller, Violet",,"=""""","=""""",0,3.88,Picador,Kindle Edition,304,2019,2019,,2020/05/07,leseliste-fra-bokhyllen,leseliste-fra-bokhyllen (#7),leseliste-fra-bokhyllen,,,,0,,,0,,,,,
25843791,"Bienes historie (Klimakvartetten, #1)",Maja Lunde,"Lunde, Maja",,"=""8203359353""","=""9788203359354""",0,3.81,Aschehoug,Hardcover,455,2015,2015,,2020/05/01,leseliste-fra-bokhyllen,leseliste-fra-bokhyllen (#6),leseliste-fra-bokhyllen,,,,0,,,0,,,,,
51083937,"The Brightest Shadow (The Brightest Shadow, #1)",Sarah  Lin,"Lin, Sarah",,"=""""","=""""",0,4.14,Sarah Lin,Kindle Edition,1231,2020,2020,,2020/05/01,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
52711924,Krigen mot bakteriene,Erik Martiniussen,"Martiniussen, Erik",,"=""""","=""9788232803309""",0,4.50, Forlaget Press ,Hardcover,400,2020,,,2020/04/30,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
1883390,The Discovery of France: A Historical Geography from the Revolution to the First World War,Graham Robb,"Robb, Graham",,"=""0393059731""","=""9780393059731""",0,4.01,"W.W. Norton & Company, Inc.",Hardcover,454,2007,2007,,2020/04/26,leseliste-fra-bokhyllen,leseliste-fra-bokhyllen (#5),leseliste-fra-bokhyllen,,,,0,,,0,,,,,
32997266,"Klassereise, et livshistorisk essay",Karin Sveen,"Sveen, Karin",,"=""""","=""9788249520374""",0,3.44,Oktober,,255,2018,2000,,2020/04/26,leseliste-fra-bokhyllen,leseliste-fra-bokhyllen (#4),leseliste-fra-bokhyllen,,,,0,,,0,,,,,
22488032,The Edge of the World: A Cultural History of the North Sea and the Transformation of Europe,Michael Pye,"Pye, Michael",,"=""1605986992""","=""9781605986999""",0,3.59,Pegasus Books,Hardcover,394,2015,2014,,2018/12/06,leseliste-fra-bokhyllen,leseliste-fra-bokhyllen (#3),leseliste-fra-bokhyllen,,,,0,,,0,,,,,
457228,Butcher's Crossing,John  Williams,"Williams, John",Michelle Latiolais,"=""1590171985""","=""9781590171981""",0,4.13,NYRB Classics,Paperback,274,2007,1960,,2019/01/21,leseliste-fra-bokhyllen,leseliste-fra-bokhyllen (#2),leseliste-fra-bokhyllen,,,,0,,,0,,,,,
42531214,Hvitekrist,Tore Skeie,"Skeie, Tore",,"=""""","=""9788205485273""",0,4.36,Gyldendal,Hardcover,312,2018,,,2020/04/26,leseliste-fra-bokhyllen,leseliste-fra-bokhyllen (#1),leseliste-fra-bokhyllen,,,,0,,,0,,,,,
13330761,The Dog Stars,Peter Heller,"Heller, Peter",,"=""0307959945""","=""9780307959942""",5,3.92,Knopf,Hardcover,336,2012,2012,2020/04/25,2020/04/23,,,read,,,,1,,,0,,,,,
18626264,The Physics of Wall Street: A Brief History of Predicting the Unpredictable,James Owen Weatherall,"Weatherall, James Owen",,"=""""","=""""",4,3.84,Houghton Mifflin Harcourt,Kindle Edition,309,2013,2013,2020/04/25,2020/04/04,,,read,,,,1,,,0,,,,,
7670,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,"Crichton, Michael",,"=""0060541814""","=""9780060541811""",4,3.90,Avon Books,Paperback,327,2003,1969,2020/04/23,2020/04/21,,,read,,,,1,,,0,,,,,
36662021,Foundryside (The Founders Trilogy #1),Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""1786487861""","=""9781786487865""",0,4.24,Jo Fletcher Books,Paperback,503,2018,2018,,2020/04/22,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
36327091,The Shipwreck Hunter: A Lifetime of Extraordinary Discoveries on the Ocean Floor,David L. Mearns,"Mearns, David L.",,"=""1681777606""","=""9781681777603""",4,4.00,Pegasus Books,Hardcover,416,2018,2018,2020/04/21,2020/04/16,,,read,,,,1,,,0,,,,,
43688064,"Six Sacred Swords (Weapons and Wielders, #1)",Andrew Rowe,"Rowe, Andrew",,"=""1797535021""","=""9781797535029""",4,4.14,Andrew Rowe,Paperback,329,2019,2019,2020/04/16,2020/04/11,,,read,,,,1,,,0,,,,,
40126485,"On the Shoulders of Titans (Arcane Ascension, #2)",Andrew Rowe,"Rowe, Andrew",,"=""""","=""""",5,4.27,,Kindle Edition,742,2018,2018,2020/04/11,2020/03/31,,,read,,,,1,,,0,,,,,
23847947,"Pandemic: Tracking Contagions, from Cholera to Ebola and Beyond",Sonia Shah,"Shah, Sonia",,"=""0374122881""","=""9780374122881""",0,4.02,Sarah Crichton Books,Hardcover,288,2016,2015,,2020/04/05,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
40872592,The Golden Thread: How Fabric Changed History,Kassia St. Clair,"Clair, Kassia St.",,"=""1473659035""","=""9781473659032""",0,4.08,John Murray,Hardcover,336,2018,2018,,2020/04/05,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
52135463,"Wintersteel (Cradle, #8)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.82,Hidden Gnome Publishing,Kindle Edition,540,2020,2020,,2020/04/04,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
34403860,"Sufficiently Advanced Magic (Arcane Ascension, #1)",Andrew Rowe,"Rowe, Andrew",,"=""""","=""""",5,4.17,,Kindle Edition,621,2017,2017,2020/03/31,2020/02/16,,,read,,,,1,,,0,,,,,
18170143,An Astronaut's Guide to Life on Earth,Chris Hadfield,"Hadfield, Chris",,"=""0316253014""","=""9780316253017""",0,4.16,"Little, Brown and Company",Hardcover,295,2013,2013,,2020/03/27,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
262579,The Unfolding of Language: An Evolutionary Tour of Mankind's Greatest Invention,Guy Deutscher,"Deutscher, Guy",,"=""0805080120""","=""9780805080124""",0,4.19,Holt Paperbacks,Paperback,368,2006,2005,,2020/03/26,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
31951505,The Great Leveler: Violence and the History of Inequality from the Stone Age to the Twenty-First Century,Walter Scheidel,"Scheidel, Walter",,"=""0691165025""","=""9780691165028""",0,3.86,Princeton University Press,Hardcover,528,2017,2017,,2020/03/16,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
15704486,"Calamity (Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743602""","=""9780385743600""",5,4.19,Delacorte Press,Hardcover,417,2016,2016,2020/03/11,2020/03/06,,,read,,,,1,,,0,,,,,
31850765,Energy and Civilization: A History,Vaclav Smil,"Smil, Vaclav",,"=""0262035774""","=""9780262035774""",0,4.11,The MIT Press,Hardcover,568,2017,2017,,2020/03/10,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
18892333,Mesopotamia: The Invention of the City,Gwendolyn Leick,"Leick, Gwendolyn",,"=""""","=""9780141927114""",4,3.74,Penguin,Kindle Edition,381,2002,2001,2020/03/09,2019/12/27,,,read,,,,1,,,0,,,,,
17399253,"Confronting the Classics: Traditions, Adventures and Innovations",Mary Beard,"Beard, Mary",,"=""1781250480""","=""9781781250488""",4,3.72,Profile Books,Hardcover,384,2013,2013,2020/03/09,2020/01/08,,,read,,,,1,,,0,,,,,
44065062,Something Deeply Hidden: Quantum Worlds and the Emergence of Spacetime,Sean Carroll,"Carroll, Sean",,"=""1524743011""","=""9781524743017""",0,4.08,Dutton,Hardcover,368,2019,2019,,2020/03/09,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
42639871,Siddharta,Hermann Hesse,"Hesse, Hermann",,"=""9502531329""","=""9789502531328""",0,4.03,MEXICANOS UNIDOS,Paperback,,,1922,,2020/03/07,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
15704459,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743580""","=""9780385743587""",5,4.27,Delacorte Press,Hardcover,416,2015,2015,2020/03/06,2020/03/03,,,read,,,,1,,,0,,,,,
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743564""","=""9780385743563""",5,4.14,Delacorte Press,Hardcover,386,2013,2013,2020/03/03,2020/02/27,,,read,,,,1,,,0,,,,,
25812847,The Silk Roads: A New History of the World,Peter Frankopan,"Frankopan, Peter",,"=""1408839970""","=""9781408839973""",5,4.22,Bloomsbury,Hardcover,636,2015,2015,2020/02/27,2018/12/06,,,read,,,,1,,,0,,,,,
301931,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0141019018""","=""9780141019017""",5,3.98,Penguin,Paperback,320,2006,2005,2020/02/26,2020/02/09,,,read,,,,1,,,0,,,,,
43726809,Occultist (Saga Online #1),Oliver  Mayes,"Mayes, Oliver",,"=""""","=""""",5,4.35,Portal Books,ebook,471,2019,,2020/02/19,2020/02/16,,,read,,,,1,,,0,,,,,
282086,Apollo: The Race To The Moon,Charles Murray,"Murray, Charles",Catherine Bly Cox,"=""0976000806""","=""9780976000808""",5,4.49,South Mountain Books,Paperback,512,2004,1989,2020/02/15,2020/02/09,,,read,,,,1,,,0,,,,,
35569634,The Odyssey,Homer,"Homer, Homer",Emily Wilson,"=""""","=""""",5,3.77,W. W. Norton & Company,Kindle Edition,575,2017,-700,2019/04/30,2018/05/26,,,read,,,,1,,,0,,,,,
51212034,A Grown-Up Guide to Dinosaurs,Ben Garrod,"Garrod, Ben",,"=""""","=""""",4,3.93,Audible Original,Audible Audio,3,2019,2019,2019/09/27,2019/09/27,,,read,,,,1,,,0,,,,,
51210419,The Man Who Knew The Way to the Moon,Todd Zwillich,"Zwillich, Todd",Angelo Di Loreto,"=""""","=""""",4,3.82,Audible Studios,Audible Audio,5,2019,2019,2019/07/11,2019/07/10,,,read,,,,1,,,0,,,,,
35106890,The Accidental President: Harry S. Truman and the Four Months That Changed the World,A.J. Baime,"Baime, A.J.",,"=""""","=""""",0,4.52,Houghton Mifflin Harcourt,Kindle Edition,461,2017,2017,,2020/02/11,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
44501594,"Sin Eater (Iconoclasts, #2)",Mike Shel,"Shel, Mike",,"=""""","=""""",4,4.26,,Kindle Edition,574,2019,2019,2020/02/09,2020/02/05,,,read,,,,1,,,0,,,,,
51097499,"Uncrowned (Cradle, #7)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.53,Hidden Gnome Publishing,Kindle Edition,288,2019,2019,2019/11/14,2019/11/12,,,read,,,,1,,,0,,,,,
51016929,"Raze (The Completionist Chronicles, #3)",Dakota Krout,"Krout, Dakota",,"=""""","=""""",0,4.46,Mountaindale Press,Kindle Edition,365,2019,,,2019/07/27,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
38769599,"Aching God (Iconoclasts, #1)",Mike Shel,"Shel, Mike",,"=""1985746158""","=""9781985746152""",4,4.24,CreateSpace Independent Publishing Platform,Kindle Edition,602,2018,2018,2020/02/05,2020/01/31,,,read,,,,1,,,0,,,,,
45385803,Human Compatible: AI and the Problem of Control,Stuart Russell,"Russell, Stuart",,"=""""","=""""",0,4.19,Penguin,Kindle Edition,336,2019,,,2020/02/02,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",5,4.13,Simon  Schuster,Hardcover,675,2007,2007,2020/01/31,2019/12/31,,,read,,,,1,,,0,,,,,
867462,The Evolution of Physics: From Early Concepts to Relativity and Quanta,Albert Einstein,"Einstein, Albert",Leopold Infeld,"=""0671201565""","=""9780671201562""",0,4.25,Touchstone,Paperback,330,1967,1938,,2020/01/31,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
15852,Relativity: The Special and the General Theory,Albert Einstein,"Einstein, Albert","Nigel Calder, Robert W. Lawson","=""0143039822""","=""9780143039822""",0,4.19,Penguin Classics,Paperback,130,2006,1916,,2020/01/30,leseliste-2020,leseliste-2020 (#12),leseliste-2020,,,,0,,,0,,,,,
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,3.99,William Morrow,Kindle Edition,880,2015,2015,2020/01/26,2019/12/31,,,read,,,,1,,,0,,,,,
29588376,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",0,4.28,Spectra,Kindle Edition,752,2006,2006,,2020/01/23,leseliste-2020,leseliste-2020 (#11),leseliste-2020,,,,0,,,0,,,,,
17184,The Invisible Man,H.G. Wells,"Wells, H.G.",,"=""0451528522""","=""9780451528520""",0,3.64,Signet Classics,Paperback,192,2002,1897,,2020/01/20,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
41716904,Upheaval: Turning Points for Nations in Crisis,Jared Diamond,"Diamond, Jared",,"=""0316409138""","=""9780316409131""",3,3.88,"Little, Brown and Company",Hardcover,512,2019,2019,2020/01/14,2019/05/21,,,read,,,,1,,,0,,,,,
39683519,"Medieval Bodies: Life, Death and Art in the Middle Ages",Jack Hartnell,"Hartnell, Jack",,"=""1781256799""","=""9781781256794""",0,3.98,Wellcome Collection,Hardcover,352,2018,2018,,2020/01/08,leseliste-2020,leseliste-2020 (#10),leseliste-2020,,,,0,,,0,,,,,
46004860,Troll Nation (The Rogue Dungeon Book #3),James A. Hunter,"Hunter, James A.",eden Hudson,"=""""","=""""",5,4.36,Shadow Alley Press,Kindle Edition,326,2019,2019,2020/01/07,2019/12/31,,,read,,,,1,,,0,,,,,
41817481,Underland,Robert Macfarlane,"Macfarlane, Robert",,"=""0393242145""","=""9780393242140""",0,4.23,W.W. Norton & Company,Hardcover,496,2019,2019,,2020/01/07,leseliste-2020,leseliste-2020 (#9),leseliste-2020,,,,0,,,0,,,,,
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","John Rutherford, Roberto González Echevarría","=""0142437239""","=""9780142437230""",0,3.88,Penguin Books,Paperback,1023,2003,1605,,2020/01/02,leseliste-2020,leseliste-2020 (#8),leseliste-2020,,,,0,,,0,,,,,
42631433,"Civil War (The Rogue Dungeon, #2)",James A. Hunter,"Hunter, James A.",eden Hudson,"=""""","=""""",4,4.27,Shadow Alley Press,Kindle Edition,354,2018,,2020/01/01,2019/12/23,,,read,,,,1,,,0,,,,,
22746285,Odd Billy Todd,N.C. Reed,"Reed, N.C.",,"=""""","=""""",0,4.22,,Kindle Edition,803,2014,2015,,2019/12/31,leseliste-2020,leseliste-2020 (#7),leseliste-2020,,,,0,,,0,,,,,
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,"=""0691017840""","=""9780691017846""",0,4.16,Princeton University Press,Paperback,416,1972,1949,,2019/12/31,leseliste-2020,leseliste-2020 (#6),leseliste-2020,,,,0,,,0,,,,,
42769202,"Starsight (Skyward, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217903""","=""9781473217904""",0,4.44,Orion Publishing Co,Paperback,461,2019,2019,,2019/12/31,leseliste-2020,leseliste-2020 (#5),leseliste-2020,,,,0,,,0,,,,,
43822024,"The Toll (Arc of a Scythe, #3)",Neal Shusterman,"Shusterman, Neal",,"=""1481497065""","=""9781481497060""",0,4.26,Simon & Schuster Books for Young Readers,Hardcover,625,2019,2019,,2019/12/31,leseliste-2020,leseliste-2020 (#4),leseliste-2020,,,,0,,,0,,,,,
1715,Metamorphoses,Ovid,"Ovid, Ovid","David Raeburn, Denis Feeney","=""014044789X""","=""9780140447897""",0,4.06,Penguin,Paperback,723,2004,8,,2019/12/31,leseliste-2020,leseliste-2020 (#3),leseliste-2020,,,,0,,,0,,,,,
38820046,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0525512179""","=""9780525512172""",0,4.17,Random House,Hardcover,372,2018,2018,,2019/10/15,leseliste-2020,leseliste-2020 (#2),leseliste-2020,,,,0,,,0,,,,,
10644930,11/22/63,Stephen King,"King, Stephen",,"=""1451627289""","=""9781451627282""",0,4.31,Scribner,Hardcover,849,2011,2011,,2018/12/06,leseliste-2020,leseliste-2020 (#1),leseliste-2020,,,,0,,,0,,,,,
51496,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Mervyn Peake, Théo Varlet, Patrick Horgan, Dan Chaon","=""0451528956""","=""9780451528957""",5,3.82,Signet Classics,Paperback,144,2003,1886,,2019/12/25,,,read,,,,1,,,0,,,,,
40804389,Rogue Dungeon (The Rogue Dungeon #1),James A. Hunter,"Hunter, James A.",eden Hudson,"=""""","=""""",4,4.10,Shadow Alley Press,Kindle Edition,238,2018,2018,2019/12/23,2019/12/21,,,read,,,,1,,,0,,,,,
19351,The Epic of Gilgamesh,Anonymous,"Anonymous, Anonymous",N.K. Sandars,"=""0141026286""","=""9780141026282""",5,3.69,Penguin Books Limited,Paperback,120,2006,-1800,2019/12/23,2019/12/21,,,read,,,,1,,,0,,,,,
38348476,Calypso,David Sedaris,"Sedaris, David",,"=""""","=""""",4,4.11,"Little, Brown and Company",Kindle Edition,273,2018,2018,2019/12/21,2019/12/19,,,read,,,,1,,,0,,,,,
43539945,The Aeneid,Virgil,"Virgil, Virgil","Robert Fagles, Bernard Knox","=""""","=""""",5,3.84,Penguin Classics,Kindle Edition,496,2018,-19,2019/12/20,2019/11/16,,,read,,,,1,,,0,,,,,
13055592,Redshirts,John Scalzi,"Scalzi, John",,"=""0765316994""","=""9780765316998""",4,3.85,Tor Books,Hardcover,320,2012,2012,2019/12/19,2019/12/16,,,read,,,,1,,,0,,,,,
34342016,Elastic: Flexible Thinking in a Time of Change,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0147521947""","=""9780147521941""",4,3.87,Random House Audio Publishing Group,Audio CD,,2018,2018,2019/12/18,2019/12/14,,,read,,,,1,,,0,,,,,
10368290,C. S. Lewis's Lost Aeneid: Arms and the Exile,C.S. Lewis,"Lewis, C.S.","A.T. Reyes, Virgil","=""0300167172""","=""9780300167177""",0,4.34,Yale University Press,Hardcover,184,2011,2011,,2019/12/16,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
87040,Gathering Moss: A Natural and Cultural History of Mosses,Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""0870714996""","=""9780870714993""",3,4.38,Oregon State University Press,Paperback,168,2003,2003,2019/12/16,2019/12/12,,,read,,,,1,,,0,,,,,
36315727,Second Hand Curses,Drew  Hayes,"Hayes, Drew","Scott Aiello, Marc Vietor, Tavia Gilbert","=""""","=""""",5,4.19,Audible Studios,Audible Audio,9,2017,2017,2019/12/11,2019/12/09,,,read,,,,1,,,0,,,,,
43848929,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",0,4.04,"Little, Brown and Company",Hardcover,388,2019,2019,,2019/12/10,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
29429893,Blitzed: Drugs in Nazi Germany,Norman Ohler,"Ohler, Norman",Shaun Whiteside,"=""0241256992""","=""9780241256992""",4,4.04,Allen Lane,Hardcover,360,2016,2015,2019/12/09,2019/12/08,,,read,,,,1,,,0,,,,,
3143472,Our Magnificent Bastard Tongue: The Untold History of English,John McWhorter,"McWhorter, John",,"=""1592403956""","=""9781592403950""",5,3.79,Gotham Books,Paperback,230,2008,2008,2019/12/07,2019/12/06,,,read,,,,1,,,0,,,,,
18400420,"City of Light (Traveler's Gate, #3)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.17,Hidden Gnome Publishing,Kindle Edition,394,2014,2014,2019/12/06,2019/12/01,,,read,,,,1,,,0,,,,,
18310619,"The Crimson Vault (Traveler's Gate, #2)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.18,Hidden Gnome Publishing,Kindle Edition,386,2013,2013,2019/12/01,2019/11/26,,,read,,,,1,,,0,,,,,
18047306,"House of Blades (Traveler's Gate, #1)",Will Wight,"Wight, Will",,"=""""","=""""",4,4.09,Hidden Gnome Publishing,Kindle Edition,294,2013,2013,2019/11/26,2019/11/22,,,read,,,,1,,,0,,,,,
41817541,The Age of Living Machines: How Biology Will Build the Next Technology Revolution,Susan Hockfield,"Hockfield, Susan",,"=""0393634744""","=""9780393634747""",4,3.51,W. W. Norton  Company,Hardcover,248,2019,,2019/11/22,2019/11/21,,,read,,,,1,,,0,,,,,
1519,"The Oresteia: Agamemnon, The Libation Bearers, The Eumenides",Aeschylus,"Aeschylus, Aeschylus","Robert Fagles, William Bedell Stanford","=""0140443339""","=""9780140443332""",0,4.01,Penguin Classics,Paperback,335,1984,-458,,2019/11/21,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
34466959,The Sentient Machine: The Coming Age of Artificial Intelligence,Amir Husain,"Husain, Amir",,"=""1501144677""","=""9781501144677""",4,3.58,Scribner,Hardcover,224,2017,,2019/11/20,2019/11/19,,,read,,,,1,,,0,,,,,
40696923,Blueprint: The Evolutionary Origins of a Good Society,Nicholas A. Christakis,"Christakis, Nicholas A.",,"=""0316230030""","=""9780316230032""",4,3.95,"Little, Brown Spark",Hardcover,544,2019,2019,2019/11/19,2019/03/21,,,read,,,,1,,,0,,,,,
18964701,Lord of the Flies,William Golding,"Golding, William",,"=""""","=""""",5,3.68,Faber and Faber Fiction,Kindle Edition,227,2012,1954,2019/11/16,2019/06/05,,,read,,,,1,,,0,,,,,
40502274,"Underlord (Cradle, #6)",Will Wight,"Wight, Will",,"=""""","=""""",5,4.66,Hidden Gnome Publishing,Paperback,308,2019,2019,2019/11/12,2019/11/07,,,read,,,,1,,,0,,,,,
1044031,The Emerald Planet: How Plants Changed Earth's History,David Beerling,"Beerling, David",,"=""0192806025""","=""9780192806024""",5,4.05,"Oxford University Press, USA",Hardcover,288,2007,2007,2019/11/10,2019/10/25,,,read,,,,1,,,0,,,,,
42201377,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,"McCullough, David",,"=""1501168681""","=""9781501168680""",0,3.76,Simon  Schuster,Hardcover,352,2019,2019,,2019/11/05,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
18104724,Dust (Silo #3),Hugh Howey,"Howey, Hugh",,"=""0099586738""","=""9780099586739""",5,4.26,Arrow Books,Paperback,401,2014,2013,2019/10/24,2019/07/01,,,read,,,,1,,,0,,,,,
